,NOx,SO2,NO,NO2,TRS,O3
4903,1.1,0.1,0.0,1.1,0.1,18.6
4904,2.1,0.1,0.3,1.8,0.2,16.7
4905,1.1,0.1,0.1,0.9,0.1,27.0
4906,1.1,0.1,0.1,1.0,0.1,38.2
4907,0.8,0.0,0.2,0.6,0.2,42.3
4908,0.9,0.0,0.2,0.8,0.1,39.7
4909,0.7,0.1,0.1,0.6,0.2,37.7
4910,0.7,0.1,0.1,0.6,0.2,40.3
4911,1.0,0.1,0.1,0.9,0.1,41.8
4912,1.4,0.1,0.2,1.2,0.1,43.4
4913,0.5,0.0,0.0,0.5,0.1,42.0
4914,0.5,0.0,0.1,0.4,0.1,39.8
4915,0.5,0.0,0.1,0.4,0.1,36.0
4916,1.0,0.0,0.1,0.9,0.2,29.3
4917,1.5,0.0,0.2,1.3,0.1,22.2
4918,1.5,0.1,0.2,1.3,0.1,24.9
4919,1.4,0.1,0.0,1.4,0.1,23.2
4920,2.1,0.0,0.0,2.1,0.2,16.4
4921,4.0,0.0,0.2,3.9,0.2,16.6
4922,1.6,0.1,0.1,1.5,0.0,17.9
4923,0.8,0.0,0.1,0.6,0.1,14.9
4924,1.9,0.0,0.2,1.7,0.1,14.2
4925,0.7,0.0,0.2,0.5,0.1,16.6
4926,0.6,0.05,0.15000000000000002,0.45,0.1,17.55
4927,0.5,0.1,0.1,0.4,0.1,18.5
4928,0.4,0.1,0.1,0.3,0.0,19.1
4929,0.6,0.1,0.2,0.3,0.0,22.6
4930,0.5,0.1,0.2,0.3,0.0,25.6
4931,0.5,0.1,0.3,0.2,0.1,24.2
4932,0.4,0.1,0.2,0.2,0.1,25.0
4933,0.6,0.0,0.3,0.3,0.0,25.8
4934,0.4,0.0,0.2,0.3,0.0,27.0
4935,0.4,0.0,0.2,0.2,0.1,28.1
4936,0.9,0.1,0.3,0.6,0.1,26.4
4937,9.1,0.1,3.4,5.7,0.1,19.3
4938,9.2,0.1,3.4,5.7,0.1,17.2
4939,21.2,0.2,6.7,14.5,0.2,8.9
4940,16.5,0.1,3.8,12.7,0.2,11.5
4941,19.9,0.1,6.0,14.0,0.2,10.1
4942,17.6,0.2,6.1,11.5,0.2,12.3
4943,15.2,0.1,4.4,10.7,0.2,11.1
4944,10.8,0.1,3.0,7.8,0.0,14.1
4945,3.4,0.1,0.4,3.1,0.1,14.1
4946,3.4,0.1,0.4,3.0,0.2,11.0
4947,1.7,0.0,0.2,1.5,0.2,15.8
4948,0.6,0.0,0.1,0.5,0.2,21.6
4949,1.1,0.0,0.3,0.8,0.0,22.1
4950,12.8,0.1,5.4,7.4,0.1,17.3
4951,6.65,0.1,2.8000000000000003,3.9000000000000004,0.15000000000000002,20.25
4952,0.5,0.1,0.2,0.4,0.2,23.2
4953,0.4,0.1,0.2,0.3,0.2,23.2
4954,0.4,0.1,0.1,0.3,0.2,24.3
4955,1.1,0.1,0.4,0.7,0.2,25.3
4956,0.5,0.1,0.1,0.3,0.2,25.9
4957,0.4,0.1,0.2,0.2,0.2,25.5
4958,0.6,0.1,0.2,0.3,0.2,25.6
4959,1.0,0.1,0.5,0.6,0.1,24.6
4960,3.3,0.0,0.8,2.5,0.2,27.8
4961,6.3,0.1,1.6,4.8,0.2,25.2
4962,0.6,0.1,0.1,0.4,0.2,27.2
4963,3.4,0.1,0.4,3.0,0.3,21.3
4964,1.9,0.0,0.2,1.7,0.3,11.5
4965,2.6,0.1,0.4,2.3,0.3,6.9
4966,2.8,0.1,0.4,2.4,0.2,5.7
4967,3.4,0.1,0.3,3.1,0.3,7.6
4968,2.0,0.1,0.1,1.8,0.2,18.9
4969,2.3,0.1,0.1,2.2,0.2,21.8
4970,1.1,0.1,0.1,1.0,0.2,24.6
4971,0.8,0.1,0.2,0.6,0.2,22.8
4972,0.7,0.0,0.1,0.6,0.2,26.3
4973,4.5,0.2,0.8,3.7,0.2,25.4
4974,0.6,0.1,0.2,0.4,0.3,27.2
4975,0.8,0.1,0.3,0.5,0.3,24.8
4976,0.7,0.1,0.25,0.45,0.25,22.05
4977,0.6,0.1,0.2,0.4,0.2,19.3
4978,0.5,0.1,0.1,0.4,0.2,18.4
4979,0.4,0.1,0.1,0.2,0.2,19.5
4980,0.6,0.1,0.2,0.3,0.2,21.7
4981,0.6,0.1,0.3,0.4,0.2,21.5
4982,0.7,0.1,0.3,0.4,0.1,19.5
4983,0.2,0.0,0.0,0.3,0.2,18.4
4984,0.5,0.0,0.3,0.2,0.3,16.5
4985,0.7,0.1,0.3,0.3,0.1,15.4
4986,0.4,0.1,0.1,0.3,0.1,14.5
4987,1.3,0.0,0.2,1.1,0.1,10.4
4988,2.2,0.0,0.4,1.8,0.1,7.4
4989,1.4,0.0,0.3,1.1,0.0,10.6
4990,2.3,0.0,0.2,2.1,0.1,8.5
4991,2.4,0.0,0.3,2.1,0.0,6.4
4992,1.2,0.0,0.2,1.0,0.1,7.2
4993,1.4,0.0,0.3,1.1,0.1,5.0
4994,2.3,0.0,0.8,1.6,0.1,2.6
4995,1.7,0.0,0.7,1.0,0.0,2.7
4996,1.1,0.0,0.3,0.8,0.0,7.3
4997,0.9,0.0,0.4,0.5,0.0,10.2
4998,0.8,0.0,0.4,0.5,0.0,11.1
4999,0.4,0.0,0.2,0.2,0.0,13.3
5000,0.8,0.0,0.4,0.4,0.0,14.4
5001,0.7,0.0,0.35,0.4,0.0,15.45
5002,0.6,0.0,0.3,0.4,0.0,16.5
5003,1.3,0.0,0.7,0.6,0.0,16.8
5004,1.2,0.0,0.7,0.6,0.1,18.3
5005,2.2,0.0,1.1,1.1,0.0,19.6
5006,0.8,0.0,0.4,0.5,0.0,22.8
5007,2.7,0.0,1.1,1.6,0.0,24.3
5008,0.6,0.1,0.2,0.4,0.0,30.3
5009,2.2,0.1,0.5,1.7,0.0,28.9
5010,0.8,0.0,0.3,0.5,0.1,27.4
5011,0.6,0.0,0.2,0.4,0.1,27.2
5012,3.2,0.1,0.3,2.9,0.1,25.0
5013,15.3,0.1,3.0,12.3,0.0,17.0
5014,9.8,0.0,1.8,8.0,0.0,18.4
5015,12.3,0.1,2.8,9.5,0.0,18.3
5016,0.8,0.0,0.1,0.6,0.1,24.8
5017,1.0,0.1,0.3,0.8,0.1,21.8
5018,1.1,0.0,0.1,0.9,0.2,20.8
5019,9.1,0.1,2.0,7.1,0.1,15.6
5020,1.0,0.0,0.2,0.8,0.1,18.3
5021,0.9,0.0,0.2,0.6,0.2,20.9
5022,1.3,0.1,0.5,0.8,0.1,21.8
5023,0.9,0.1,0.3,0.5,0.1,24.1
5024,0.6,0.1,0.2,0.4,0.1,25.6
5025,0.4,0.1,0.1,0.3,0.1,27.9
5026,0.45,0.1,0.1,0.3,0.1,28.799999999999997
5027,0.5,0.1,0.1,0.3,0.1,29.7
5028,0.5,0.0,0.2,0.3,0.1,29.8
5029,0.6,0.1,0.2,0.4,0.2,32.7
5030,0.6,0.0,0.2,0.4,0.1,35.3
5031,0.8,0.0,0.3,0.5,0.1,36.2
5032,1.5,0.1,0.4,1.1,0.2,34.1
5033,1.0,0.1,0.2,0.8,0.1,30.9
5034,1.2,0.1,0.3,0.9,0.2,25.5
5035,3.4,0.1,0.4,3.1,0.2,19.8
5036,5.2,0.1,2.2,3.0,0.3,8.1
5037,2.8,0.0,0.4,2.4,0.3,5.7
5038,2.3,0.1,0.2,2.1,0.2,9.2
5039,1.8,0.1,0.2,1.6,0.1,9.6
5040,2.0,0.1,0.2,1.7,0.2,11.5
5041,2.4,0.1,0.3,2.2,0.2,6.5
5042,3.3,0.0,0.4,2.9,0.1,5.1
5043,2.9,0.1,0.8,2.1,0.1,2.2
5044,2.4,0.1,1.1,1.3,0.1,2.9
5045,1.8,0.1,0.8,0.9,0.1,3.8
5046,1.4,0.0,0.4,1.0,0.2,12.1
5047,1.4,0.1,0.5,1.0,0.1,15.8
5048,2.0,0.1,0.5,1.5,0.1,18.0
5049,1.5,0.1,0.6,1.0,0.1,19.9
5050,0.9,0.1,0.4,0.6,0.1,23.3
5051,0.65,0.1,0.2,0.5,0.15000000000000002,28.0
5052,0.4,0.1,0.0,0.4,0.2,32.7
5053,0.4,0.1,0.1,0.2,0.1,32.9
5054,0.5,0.1,0.2,0.3,0.1,34.4
5055,0.7,0.1,0.1,0.6,0.1,31.0
5056,1.2,0.1,0.3,0.9,0.1,26.9
5057,1.0,0.0,0.1,0.9,0.1,27.2
5058,5.9,0.1,0.7,5.3,0.1,23.4
5059,2.2,0.1,0.2,2.0,0.1,22.5
5060,1.1,0.1,0.1,1.0,0.0,19.5
5061,1.3,0.1,0.0,1.3,0.2,16.3
5062,1.9,0.1,0.1,1.8,0.1,18.0
5063,2.8,0.0,0.3,2.6,0.1,10.7
5064,3.1,0.0,0.4,2.7,0.1,6.4
5065,1.9,0.0,0.1,1.7,0.2,6.5
5066,2.0,0.0,0.3,1.7,0.1,5.2
5067,2.5,0.0,0.3,2.2,0.1,6.1
5068,3.6,0.1,1.2,2.4,0.1,7.0
5069,3.2,0.0,0.4,2.8,0.0,9.2
5070,1.3,0.1,0.4,1.0,0.0,11.5
5071,1.3,0.0,0.7,0.7,0.0,12.1
5072,5.0,0.1,2.2,2.8,0.1,16.9
5073,1.3,0.0,0.4,0.8,0.0,24.1
5074,0.8,0.0,0.3,0.6,0.1,27.9
5075,1.1,0.0,0.4,0.7,0.1,29.6
5076,1.3,0.0,0.4,0.9,0.1,29.9
5077,1.5,0.0,0.4,1.1,0.1,30.2
5078,9.1,0.0,2.6,6.4,0.1,28.6
5079,0.6,0.0,0.2,0.3,0.1,36.9
5080,1.0,0.1,0.3,0.7,0.2,33.2
5081,0.4,0.1,0.2,0.3,0.0,31.5
5082,1.1,0.2,0.3,0.7,0.1,24.8
5083,1.8,0.2,0.2,1.6,0.1,16.1
5084,4.3,0.1,0.9,3.5,0.3,4.1
5085,2.8,0.0,0.7,2.2,0.3,3.0
5086,2.5,0.1,0.9,1.6,0.2,1.2
5087,3.3,0.0,1.4,1.9,0.3,0.9
5088,2.4,0.0,0.7,1.7,0.2,1.8
5089,2.4,0.1,0.4,2.0,0.1,3.2
5090,2.0,0.1,0.3,1.7,0.1,3.0
5091,2.3,0.1,0.7,1.6,0.1,2.6
5092,1.8,0.1,0.6,1.3,0.1,3.1
5093,2.5,0.0,0.5,1.9,0.0,6.8
5094,2.4,0.1,0.9,1.5,0.1,7.6
5095,2.3,0.1,0.5,1.8,0.1,14.7
5096,1.4,0.0,0.6,0.9,0.1,18.5
5097,3.1,0.1,1.0,2.1,0.0,29.3
5098,4.0,0.1,1.3,2.7,0.1,28.6
5099,2.0,0.1,0.6,1.4,0.1,35.2
5100,2.1,0.0,0.4,1.7,0.1,39.7
5101,1.25,0.0,0.2,1.05,0.15000000000000002,39.8
5102,0.4,0.0,0.0,0.4,0.2,39.9
5103,1.9,0.1,0.4,1.5,0.1,38.2
5104,0.9,0.1,0.1,0.8,0.2,33.5
5105,0.8,0.1,0.2,0.6,0.2,35.1
5106,0.8,0.1,0.1,0.7,0.0,38.2
5107,1.2,0.1,0.2,1.0,0.1,31.8
5108,1.9,0.1,0.1,1.8,0.1,21.4
5109,2.3,0.1,0.3,2.0,0.2,9.7
5110,2.7,0.1,0.3,2.4,0.2,6.9
5111,2.3,0.0,0.3,1.9,0.1,5.7
5112,2.3,0.1,0.6,1.8,0.1,3.1
5113,2.1,0.1,0.7,1.4,0.1,2.7
5114,1.4,0.1,0.3,1.1,0.2,6.3
5115,1.5,0.1,0.3,1.3,0.1,10.3
5116,1.3,0.1,0.2,1.1,0.1,11.4
5117,0.9,0.1,0.3,0.6,0.2,10.2
5118,1.1,0.1,0.4,0.7,0.1,14.3
5119,1.5,0.1,0.5,1.0,0.1,13.5
5120,3.2,0.1,1.1,2.2,0.1,14.1
5121,2.5,0.2,0.7,1.8,0.1,17.6
5122,1.9,0.2,0.5,1.4,0.2,18.0
5123,3.0,0.1,1.2,1.8,0.1,17.4
5124,5.2,0.2,1.8,3.5,0.1,20.6
5125,2.8,0.1,0.5,2.3,0.1,20.6
5126,2.3499999999999996,0.1,0.5,1.8499999999999999,0.1,20.9
5127,1.9,0.1,0.5,1.4,0.1,21.2
5128,1.5,0.1,0.3,1.2,0.1,19.6
5129,1.0,0.0,0.2,0.8,0.1,18.9
5130,1.0,0.1,0.2,0.7,0.1,19.0
5131,1.2,0.1,0.2,1.0,0.1,15.7
5132,1.3,0.1,0.3,1.0,0.1,12.3
5133,1.2,0.0,0.3,1.0,0.2,11.9
5134,1.1,0.1,0.2,1.0,0.1,16.8
5135,0.9,0.4,0.1,0.8,0.2,16.4
5136,1.0,0.4,0.1,0.9,0.2,17.7
5137,0.9,0.4,0.1,0.8,0.2,18.3
5138,1.1,0.2,0.2,0.9,0.2,16.2
5139,0.7,0.1,0.1,0.7,0.2,14.6
5140,0.9,0.1,0.2,0.7,0.1,13.8
5141,1.1,0.1,0.2,0.9,0.1,12.5
5142,1.8,0.1,0.6,1.3,0.0,11.5
5143,1.0,0.0,0.4,0.6,0.0,12.0
5144,1.7,0.1,0.7,1.0,0.0,12.3
5145,1.4,0.1,0.7,0.7,0.0,14.9
5146,2.8,0.1,1.1,1.7,0.0,22.0
5147,1.3,0.1,0.5,0.9,0.0,26.0
5148,0.9,0.1,0.3,0.7,0.0,27.1
5149,0.8,0.0,0.3,0.6,0.1,31.7
5150,0.8,0.1,0.2,0.6,0.1,32.4
5151,0.9,0.15000000000000002,0.25,0.6499999999999999,0.1,31.799999999999997
5152,1.0,0.2,0.3,0.7,0.1,31.2
5153,1.8,0.3,0.3,1.5,0.2,27.9
5154,1.2,0.2,0.1,1.1,0.2,23.4
5155,3.5,0.2,0.3,3.2,0.1,20.2
5156,7.6,0.1,1.9,5.6,0.2,16.3
5157,10.9,0.2,3.6,7.4,0.2,13.7
5158,1.0,0.1,0.1,0.9,0.1,17.4
5159,0.8,0.2,0.2,0.6,0.1,17.4
5160,0.7,0.2,0.2,0.5,0.2,19.2
5161,0.5,0.3,0.0,0.5,0.1,20.9
5162,0.6,0.3,0.1,0.5,0.1,22.0
5163,0.7,0.5,0.3,0.4,0.2,21.6
5164,0.7,0.5,0.3,0.4,0.1,21.6
5165,0.7,0.4,0.2,0.5,0.1,20.8
5166,0.6,0.4,0.1,0.6,0.1,19.4
5167,0.6,0.4,0.1,0.4,0.1,19.2
5168,0.5,0.5,0.1,0.4,0.1,19.5
5169,0.6,0.6,0.3,0.3,0.1,19.7
5170,0.7,0.4,0.3,0.4,0.2,19.6
5171,0.6,0.5,0.2,0.4,0.2,20.0
5172,0.9,0.5,0.4,0.6,0.2,20.3
5173,0.9,0.4,0.3,0.6,0.3,21.6
5174,0.5,0.2,0.2,0.3,0.2,23.4
5175,0.4,0.1,0.1,0.3,0.2,23.2
5176,0.6000000000000001,0.15000000000000002,0.1,0.44999999999999996,0.25,21.65
5177,0.8,0.2,0.1,0.6,0.3,20.1
5178,1.4,0.3,0.1,1.3,0.3,17.9
5179,1.1,0.2,0.0,1.1,0.3,21.8
5180,1.9,0.1,0.1,1.8,0.3,16.1
5181,1.6,0.2,0.1,1.5,0.3,16.0
5182,1.5,0.3,0.1,1.5,0.3,16.3
5183,1.2,0.2,0.1,1.2,0.3,16.8
5184,1.6,0.2,0.0,1.6,0.4,13.5
5185,2.5,0.2,0.2,2.4,0.5,10.7
5186,2.7,0.2,0.6,2.1,0.3,5.0
5187,2.4,0.1,0.6,1.8,0.3,3.7
5188,2.6,0.2,0.4,2.2,0.3,7.0
5189,2.7,0.1,0.4,2.3,0.3,7.9
5190,2.0,0.1,0.4,1.6,0.3,9.5
5191,5.5,0.2,2.5,2.9,0.3,9.9
5192,3.4,0.1,1.3,2.1,0.2,14.0
5193,2.1,0.1,0.7,1.4,0.3,15.2
5194,2.2,0.1,0.5,1.7,0.3,23.9
5195,0.9,0.1,0.2,0.8,0.2,28.6
5196,0.7,0.1,0.2,0.5,0.4,28.2
5197,0.5,0.1,0.2,0.4,0.3,29.1
5198,0.7,0.1,0.1,0.5,0.4,29.2
5199,0.6,0.1,0.2,0.5,0.4,26.1
5200,0.8,0.1,0.2,0.6,0.3,20.0
5201,1.15,0.1,0.2,0.95,0.3,16.6
5202,1.5,0.1,0.2,1.3,0.3,13.2
5203,0.9,0.1,0.0,0.9,0.3,11.5
5204,2.1,0.1,0.1,2.0,0.3,8.0
5205,2.2,0.1,0.1,2.1,0.4,6.6
5206,1.1,0.1,0.0,1.1,0.3,10.6
5207,0.9,0.0,0.1,0.8,0.3,10.9
5208,0.9,0.0,0.1,0.8,0.2,8.8
5209,1.0,0.0,0.2,0.8,0.1,10.9
5210,0.8,0.0,0.0,0.7,0.2,10.9
5211,1.6,0.1,0.1,1.5,0.2,9.3
5212,2.4,0.1,0.3,2.1,0.2,7.8
5213,2.6,0.0,0.5,2.1,0.2,7.2
5214,2.4,0.1,0.7,1.7,0.2,7.2
5215,1.9,0.2,0.7,1.2,0.2,8.3
5216,1.9,0.4,0.5,1.4,0.2,8.1
5217,2.4,0.4,0.7,1.7,0.2,7.8
5218,2.7,0.3,0.8,1.9,0.2,8.6
5219,1.9,0.1,0.7,1.3,0.3,11.6
5220,2.2,0.1,1.3,1.0,0.2,13.8
5221,1.2,0.1,0.3,0.8,0.2,14.5
5222,1.5,0.1,0.5,1.0,0.2,14.8
5223,1.5,0.1,0.6,1.0,0.2,16.3
5224,1.6,0.0,0.5,1.0,0.2,17.7
5225,1.7,0.0,0.4,1.3,0.2,15.9
5226,1.6,0.05,0.30000000000000004,1.3,0.25,13.350000000000001
5227,1.5,0.1,0.2,1.3,0.3,10.8
5228,2.5,0.1,0.4,2.1,0.3,5.0
5229,4.4,0.1,1.8,2.5,0.4,0.7
5230,3.7,0.1,1.6,2.1,0.4,0.3
5231,2.9,0.1,1.5,1.4,0.4,0.0
5232,3.1,0.1,1.8,1.3,0.4,0.1
5233,3.0,0.2,1.9,1.1,0.4,0.2
5234,2.3,0.1,1.2,1.1,0.3,0.1
5235,2.3,0.1,1.3,1.0,0.3,0.3
5236,2.3,0.1,1.0,1.3,0.3,0.2
5237,5.9,0.2,2.8,3.0,0.3,1.7
5238,3.6,0.2,1.2,2.4,0.2,4.0
5239,2.5,0.2,0.7,1.9,0.3,6.4
5240,2.1,0.1,0.8,1.3,0.2,5.0
5241,1.9,0.1,0.7,1.1,0.3,5.4
5242,3.5,0.2,1.8,1.7,0.2,5.4
5243,6.2,0.2,3.5,2.7,0.2,6.3
5244,3.2,0.2,1.5,1.6,0.2,11.9
5245,2.4,0.3,1.1,1.3,0.2,10.4
5246,0.9,0.3,0.4,0.5,0.3,14.9
5247,1.6,0.2,0.7,1.0,0.4,19.1
5248,1.1,0.2,0.4,0.7,0.4,19.0
5249,2.3,0.2,0.7,1.6,0.4,17.2
5250,2.5,0.2,0.3,2.2,0.3,14.2
5251,1.7,0.15000000000000002,0.15,1.6,0.3,16.85
5252,0.9,0.1,0.0,1.0,0.3,19.5
5253,0.8,0.1,0.0,0.8,0.3,11.2
5254,0.5,0.1,0.1,0.4,0.3,12.6
5255,0.7,0.1,0.2,0.5,0.3,13.1
5256,0.3,0.1,0.0,0.3,0.2,14.5
5257,0.5,0.1,0.1,0.4,0.3,15.6
5258,0.7,0.1,0.2,0.5,0.2,15.1
5259,0.7,0.1,0.1,0.5,0.2,14.1
5260,0.8,0.1,0.1,0.6,0.3,14.2
5261,0.9,0.1,0.0,0.9,0.3,14.0
5262,1.4,0.1,0.3,1.1,0.2,12.7
5263,1.5,0.1,0.3,1.1,0.4,12.2
5264,1.3,0.1,0.3,0.9,0.3,12.0
5265,1.2,0.1,0.4,0.8,0.3,11.7
5266,1.1,0.1,0.4,0.7,0.3,11.6
5267,0.8,0.1,0.3,0.5,0.3,12.3
5268,1.5,0.1,0.8,0.7,0.3,12.4
5269,0.7,0.1,0.2,0.4,0.2,12.8
5270,1.1,0.1,0.4,0.7,0.3,13.1
5271,1.2,0.1,0.4,0.8,0.2,13.2
5272,0.8,0.1,0.1,0.7,0.3,14.1
5273,1.2,0.1,0.2,1.0,0.3,12.3
5274,1.1,0.1,0.2,0.9,0.2,13.1
5275,1.0,0.1,0.2,0.8,0.1,12.2
5276,0.8,0.05,0.15000000000000002,0.7,0.15000000000000002,12.2
5277,0.6,0.0,0.1,0.6,0.2,12.2
5278,0.7,0.0,0.1,0.6,0.2,13.5
5279,0.5,0.0,0.0,0.5,0.2,14.0
5280,0.6,0.0,0.1,0.6,0.2,14.6
5281,0.7,0.0,0.0,0.6,0.1,15.4
5282,0.6,0.1,0.2,0.4,0.1,15.9
5283,0.6,0.0,0.2,0.3,0.1,16.1
5284,0.9,0.0,0.1,0.8,0.1,16.0
5285,0.9,0.0,0.2,0.6,0.0,16.6
5286,0.7,0.0,0.2,0.5,0.1,17.1
5287,0.5,0.0,0.2,0.3,0.0,15.3
5288,0.7,0.0,0.3,0.4,0.0,15.2
5289,0.5,0.0,0.3,0.2,0.1,15.1
5290,0.3,0.0,0.1,0.2,0.1,16.8
5291,0.3,0.0,0.2,0.1,0.1,17.6
5292,0.5,0.0,0.3,0.2,0.0,17.8
5293,0.5,0.0,0.2,0.3,0.1,18.6
5294,1.5,0.2,0.6,0.9,0.0,19.0
5295,1.5,0.2,0.4,1.0,0.1,19.1
5296,0.6,0.1,0.2,0.3,0.2,20.1
5297,0.8,0.1,0.4,0.4,0.1,18.9
5298,0.8,0.0,0.2,0.6,0.0,17.6
5299,1.2,0.0,0.3,0.9,0.0,11.0
5300,1.5,0.0,0.3,1.2,0.0,5.3
5301,1.9,0.0,0.8,1.1,0.05,2.75
5302,2.3,0.0,1.3,1.0,0.1,0.2
5303,2.6,0.1,1.8,0.8,0.1,0.0
5304,2.4,0.0,1.6,0.9,0.0,0.0
5305,2.5,0.1,1.8,0.7,0.0,0.0
5306,2.4,0.0,1.6,0.8,0.1,0.0
5307,3.3,0.0,2.4,1.0,0.1,0.0
5308,3.9,0.1,2.9,1.0,0.1,0.0
5309,6.0,0.1,4.5,1.5,0.0,0.9
5310,10.5,0.2,8.8,1.7,0.1,1.4
5311,7.4,0.2,5.9,1.5,0.0,4.2
5312,3.5,0.2,1.9,1.6,0.0,14.0
5313,1.3,0.2,0.7,0.7,0.2,20.8
5314,1.2,0.2,0.6,0.7,0.2,22.9
5315,0.8,0.1,0.3,0.5,0.2,23.8
5316,1.0,0.1,0.5,0.5,0.2,23.3
5317,1.0,0.1,0.4,0.5,0.2,23.3
5318,0.7,0.2,0.3,0.4,0.3,22.7
5319,0.9,0.2,0.3,0.5,0.3,23.3
5320,1.3,0.2,0.4,1.0,0.3,22.9
5321,1.1,0.1,0.4,0.6,0.3,20.8
5322,1.0,0.2,0.3,0.7,0.3,19.8
5323,3.0,0.2,0.4,2.5,0.3,13.4
5324,4.8,0.1,0.7,4.1,0.3,4.0
5325,2.2,0.1,0.7,1.5,0.3,1.6
5326,2.1500000000000004,0.1,0.8,1.35,0.2,1.05
5327,2.1,0.1,0.9,1.2,0.1,0.5
5328,2.4,0.0,1.7,0.7,0.2,0.1
5329,3.0,0.1,2.3,0.7,0.1,0.1
5330,2.1,0.0,1.4,0.7,0.1,0.1
5331,2.2,0.0,1.0,1.2,0.2,0.2
5332,3.1,0.0,1.3,1.7,0.1,0.3
5333,2.7,0.0,1.5,1.2,0.1,1.9
5334,2.3,0.0,1.5,0.8,0.1,3.7
5335,2.2,0.0,1.3,0.9,0.2,5.1
5336,4.4,0.0,2.9,1.6,0.1,7.1
5337,10.3,0.3,6.2,4.1,0.2,13.6
5338,2.2,0.5,0.6,1.6,0.2,25.1
5339,1.2,0.3,0.3,0.9,0.1,26.8
5340,1.3,0.2,0.3,1.0,0.2,29.1
5341,0.8,0.1,0.2,0.6,0.2,28.8
5342,0.7,0.0,0.2,0.5,0.2,29.3
5343,0.8,0.1,0.3,0.5,0.3,29.9
5344,0.8,0.0,0.2,0.7,0.2,29.9
5345,1.0,0.1,0.1,0.9,0.2,29.9
5346,3.8,0.1,0.4,3.4,0.2,24.8
5347,3.1,0.0,0.3,2.8,0.2,12.9
5348,3.4,0.0,0.9,2.5,0.4,2.6
5349,3.1,0.0,1.2,2.0,0.3,0.8
5350,2.8,0.1,1.2,1.5,0.2,0.6
5351,2.65,0.1,1.2999999999999998,1.3,0.25,0.44999999999999996
5352,2.5,0.1,1.4,1.1,0.3,0.3
5353,2.4,0.0,1.4,1.0,0.3,0.3
5354,2.4,0.0,1.1,1.3,0.2,0.5
5355,2.7,0.0,1.7,1.1,0.2,0.0
5356,2.9,0.0,1.8,1.1,0.1,0.2
5357,2.7,0.0,1.8,0.8,0.1,0.8
5358,1.8,0.0,0.9,0.9,0.1,6.5
5359,1.7,0.0,0.8,0.9,0.1,9.5
5360,3.2,0.0,1.6,1.6,0.0,12.6
5361,7.6,0.2,3.3,4.2,0.1,17.1
5362,3.2,0.3,1.2,2.1,0.1,30.9
5363,1.3,0.3,0.3,1.0,0.2,37.0
5364,1.5,0.3,0.3,1.2,0.2,38.0
5365,1.7,0.2,0.4,1.3,0.1,35.2
5366,0.8,0.2,0.3,0.6,0.2,30.4
5367,1.5,0.4,0.6,0.9,0.2,27.8
5368,1.0,0.4,0.5,0.6,0.2,29.8
5369,1.9,0.3,0.7,1.2,0.1,27.3
5370,1.7,0.1,0.3,1.4,0.3,23.5
5371,1.6,0.1,0.3,1.3,0.2,14.8
5372,4.2,0.0,0.9,3.2,0.2,3.9
5373,3.3,0.0,1.1,2.3,0.2,1.2
5374,2.3,0.0,0.8,1.5,0.2,0.8
5375,2.3,0.0,1.0,1.3,0.1,0.4
5376,2.15,0.0,1.1,1.05,0.1,0.2
5377,2.0,0.0,1.2,0.8,0.1,0.0
5378,2.6,0.0,1.2,1.4,0.0,0.7
5379,1.9,0.0,0.9,0.9,0.1,2.1
5380,2.7,0.0,0.9,1.7,0.0,2.4
5381,1.5,0.0,0.7,0.8,0.0,3.2
5382,0.8,0.0,0.4,0.4,0.1,5.8
5383,1.0,0.0,0.5,0.6,0.0,8.4
5384,1.4,0.0,0.7,0.7,0.0,11.9
5385,1.7,0.1,0.7,1.0,0.1,18.0
5386,0.9,0.0,0.3,0.6,0.0,23.5
5387,1.7,0.1,0.5,1.2,0.1,27.3
5388,1.8,0.1,0.6,1.3,0.2,29.7
5389,1.1,0.0,0.4,0.7,0.1,32.9
5390,1.2,0.0,0.4,0.8,0.1,34.3
5391,1.4,0.0,0.4,1.0,0.3,32.7
5392,1.7,0.1,0.6,1.2,0.3,30.2
5393,1.4,0.2,0.5,0.9,0.2,27.4
5394,1.4,0.3,0.2,1.2,0.4,25.5
5395,2.3,0.3,0.2,2.1,0.3,23.3
5396,3.3,0.1,0.2,3.0,0.4,13.3
5397,2.8,0.1,0.2,2.6,0.4,10.0
5398,1.9,0.1,0.4,1.5,0.3,9.0
5399,1.1,0.1,0.1,1.0,0.4,10.6
5400,1.0,0.1,0.2,0.8,0.4,18.3
5401,0.85,0.05,0.15000000000000002,0.7,0.25,19.200000000000003
5402,0.7,0.0,0.1,0.6,0.1,20.1
5403,0.7,0.0,0.2,0.5,0.0,21.7
5404,0.6,0.0,0.1,0.5,0.0,21.3
5405,0.6,0.1,0.1,0.4,0.1,20.6
5406,0.9,0.1,0.3,0.6,0.1,20.6
5407,0.9,0.3,0.3,0.5,0.1,21.2
5408,0.8,0.4,0.2,0.6,0.0,23.0
5409,2.1,0.4,0.6,1.5,0.1,24.9
5410,0.8,0.1,0.3,0.5,0.1,24.9
5411,0.8,0.1,0.2,0.6,0.1,26.0
5412,0.6,0.0,0.1,0.5,0.1,26.8
5413,1.0,0.0,0.3,0.7,0.1,28.9
5414,0.9,0.1,0.2,0.7,0.1,26.4
5415,1.4,0.1,0.3,1.0,0.2,25.1
